Cluster Composition,Cluster Ancestor,Representative sequence,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  ,Is the orientation ncKwa?,Any other defence system on same loci?,Other systems present,Remarks,Phylum,Order
1 member(s) 1 organism(s),CFB group bacteria,MULTISPECIES: Kiwa anti-phage protein KwaB-like domain-containing protein [Butyricimonas],205,205,99%,4.00E-60,15.45,345,WP_065219635.1,No,N/A ,,,Bacteroidota,Bacteroidales
2 member(s) 1 organism(s),GNS bacteria,DUF4868 domain-containing protein [Chloroflexota bacterium],204,204,98%,6.00E-60,13.92,325,MDQ2906354.1,No,N/A ,,,Chloroflexota,unclassified Chloroflexota
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Fluviicola sp.],204,204,99%,6.00E-60,14.24,340,WP_343606159.1,No,N/A ,,,Bacteroidota,Flavobacteriales
2 member(s) 2 organism(s),GNS bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Ktedonosporobacter sp.],204,204,96%,7.00E-60,13.95,325,HLG60384.1,No,N/A ,,,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),g-proteobacteria,DUF4868 domain-containing protein [Gammaproteobacteria bacterium],204,204,99%,7.00E-60,17.68,313,MCH9694143.1,No,N/A ,,,Pseudomonadota,unclassified Gammaproteobacteria
1 member(s) 1 organism(s),g-proteobacteria,DUF4868 domain-containing protein [Shewanella baltica],204,204,99%,8.00E-60,13.58,338,WP_259566357.1,No,N/A ,,,Pseudomonadota,Alteromonadales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Halalkalibacter krulwichiae],203,203,99%,8.00E-60,20.59,314,WP_066159209.1,No,N/A ,,,Bacillota,Bacillales
5 member(s) 5 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Myroides marinus],204,204,99%,8.00E-60,13.86,339,WP_052243605.1,Yes,No,,,Bacteroidota,Flavobacteriales
1 member(s) 1 organism(s),enterobacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Plesiomonas shigelloides],204,204,99%,9.00E-60,13.58,337,WP_347812229.1,No,N/A ,,,Pseudomonadota,Enterobacterales
1 member(s) 1 organism(s),GNS bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Ktedonobacteraceae bacterium],203,203,96%,1.00E-59,16.56,321,MGH2497117.1,No,N/A ,,,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),GNS bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Ktedonobacteraceae bacterium],204,204,99%,1.00E-59,15.05,331,HLG79106.1,No,N/A ,,,Chloroflexota,Ktedonobacterales
3 member(s) 2 organism(s),firmicutes,DUF4868 domain-containing protein [[Eubacterium] brachy],202,202,97%,1.00E-59,25.68,294,MBF1134124.1,Yes,Yes,PDC-S72,,Bacillota,Peptostreptococcales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Lactobacillus amylovorus],202,202,100%,2.00E-59,24.84,309,WP_441150166.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),g-proteobacteria,DUF4868 domain-containing protein [Candidatus Competibacteraceae bacterium],203,203,99%,2.00E-59,11.31,341,MCB1806741.1,No,No,,,Pseudomonadota,unclassified Candidatus Competibacteraceae
4 member(s) 2 organism(s),g-proteobacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Vibrio alginolyticus],203,203,96%,2.00E-59,14.42,341,WP_213892164.1,No,N/A ,,,Pseudomonadota,Vibrionales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Bacillus benzoevorans],202,202,99%,3.00E-59,19.93,315,WP_184530446.1,No,N/A ,,,Bacillota,Bacillales
1 member(s) 1 organism(s),g-proteobacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Halomonas shengliensis],202,202,99%,3.00E-59,12.38,338,WP_176760207.1,No,N/A ,,,Pseudomonadota,Oceanospirillales
2 member(s) 2 organism(s),g-proteobacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Aliivibrio sp. S10_S31],202,202,99%,4.00E-59,12.96,337,WP_190395926.1,No,N/A ,,,Pseudomonadota,Vibrionales
1 member(s) 1 organism(s),GNS bacteria,MAG: DUF4868 domain-containing protein [Chloroflexota bacterium],202,202,92%,4.00E-59,15.09,314,TMC50359.1,No,N/A ,,,Chloroflexota,unclassified Chloroflexota
1 member(s) 1 organism(s),CFB group bacteria,DUF4868 domain-containing protein [Paludibacteraceae bacterium],202,202,99%,4.00E-59,14.11,335,MBP5456307.1,No,N/A ,,,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Veillonella parvula],201,201,99%,5.00E-59,28.81,301,WP_455153911.1,Yes,No,,,Bacillota,Veillonellales
2 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Sphingobacterium faecium],202,202,99%,5.00E-59,12.35,339,WP_346606080.1,No,No,,,Bacteroidota,Sphingobacteriales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Leuconostoc sp. UCMA20149],201,201,99%,5.00E-59,24.67,301,WP_290046022.1,Yes,No,,,Bacillota,Lactobacillales
2 member(s) 2 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Bacteroides sp. AM30-16],202,202,99%,8.00E-59,14.07,339,WP_119979588.1,No,N/A ,,,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Lactobacillus paragasseri],200,200,95%,8.00E-59,23.88,300,WP_313999916.1,Yes,No,,,Bacillota,Lactobacillales
3 member(s) 1 organism(s),CFB group bacteria,DUF4868 domain-containing protein [Prevotella sp.],201,201,99%,1.00E-58,12.58,333,MBO5613952.1,No,N/A ,,,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Bacillus sp. REN10],200,200,99%,2.00E-58,17.32,315,WP_203363658.1,No,N/A ,,,Bacillota,Bacillales
1 member(s) 1 organism(s),a-proteobacteria,DUF4868 domain-containing protein [Alphaproteobacteria bacterium],200,200,99%,2.00E-58,14.11,333,MBQ2885329.1,No,N/A ,,,Pseudomonadota,unclassified Alphaproteobacteria
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Lactobacillus helveticus],199,199,100%,2.00E-58,25.32,304,WP_216695906.1,N/A,N/A ,,Seems to only have nckwaB,Bacillota,Lactobacillales
1 member(s) 1 organism(s),CFB group bacteria,DUF4868 domain-containing protein [Muribaculaceae bacterium],200,200,99%,2.00E-58,14.11,333,MBQ3362588.1,No,N/A ,,,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),firmicutes,MULTISPECIES: Kiwa anti-phage protein KwaB-like domain-containing protein [Staphylococcus],199,199,100%,3.00E-58,23.26,298,WP_203217274.1,Yes,Yes,RM type I ,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),GNS bacteria,DUF4868 domain-containing protein [Ktedonobacteraceae bacterium],200,200,96%,4.00E-58,16.34,330,MBO0777770.1,No,N/A ,,,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),CFB group bacteria,DUF4868 domain-containing protein [Candidatus Phocaeicola merdavium],200,200,99%,4.00E-58,11.62,338,HJC97903.1,No,N/A ,,,Bacteroidota,Bacteroidales
4 member(s) 4 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [uncultured Lactobacillus sp.],199,199,100%,4.00E-58,23.62,313,WP_294919067.1,N/A,N/A ,,Seems to only have ncKwaB,Bacillota,Lactobacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Oenococcus sp.],199,199,100%,5.00E-58,22.61,313,WP_415624923.1,Yes,Yes,RosmerTA,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Tuberibacillus sp. Marseille-P3662],199,199,100%,5.00E-58,25.97,308,WP_085523862.1,Yes,No,,,Bacillota,Bacillales
7 member(s) 7 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Flavobacterium nitratireducens],199,199,99%,5.00E-58,12.91,339,WP_278035859.1,No,N/A ,,,Bacteroidota,Flavobacteriales
3 member(s) 3 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Segatella oulorum],200,200,99%,5.00E-58,11.93,342,WP_315256500.1,No,N/A ,,,Bacteroidota,Bacteroidales
2 member(s) 2 organism(s),CFB group bacteria,DUF4868 domain-containing protein [Elizabethkingia ursingii],199,199,99%,5.00E-58,12.91,338,WP_260117886.1,No,N/A ,,,Bacteroidota,Flavobacteriales
2 member(s) 2 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Chryseobacterium sp. SORGH_AS_0447],199,199,99%,5.00E-58,12.61,339,WP_307460966.1,No,N/A ,,,Bacteroidota,Flavobacteriales
1 member(s) 1 organism(s),bacteria,MAG: hypothetical protein BBJ57_05995 [Desulfobacterales bacterium PC51MH44],199,199,99%,6.00E-58,16.77,325,OEU63706.1,No,N/A ,,,Thermodesulfobacteriota,Desulfobacterales
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Fluviicola sp.],199,199,99%,6.00E-58,13.33,340,WP_430406293.1,No,N/A ,,,Bacteroidota,Flavobacteriales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Paenibacillus sp. J45TS6],197,197,99%,1.00E-57,19.22,313,WP_213532056.1,No,N/A ,,,Bacillota,Bacillales
5 member(s) 3 organism(s),g-proteobacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Aeromonas salmonicida],198,198,99%,1.00E-57,12.58,341,WP_290078026.1,No,N/A ,,,Pseudomonadota,Aeromonadales
1 member(s) 1 organism(s),a-proteobacteria,DUF4868 domain-containing protein [Rickettsiales bacterium],198,198,99%,2.00E-57,14.37,339,MBR09746.1,No,N/A ,,,Pseudomonadota,Rickettsiales
1 member(s) 1 organism(s),GNS bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Ktedonobacteraceae bacterium],197,197,92%,3.00E-57,15.28,324,HZS78715.1,No,N/A ,,,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Niabella sp. 22666],197,197,99%,4.00E-57,12.91,338,WP_440752391.1,No,N/A ,,,Bacteroidota,Chitinophagales
2 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Limosilactobacillus fermentum],196,196,96%,5.00E-57,29.9,308,WP_232804383.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Enterococcus faecalis],194,194,86%,5.00E-57,24.05,261,WP_242427415.1,Yes,No,,,Bacillota,Lactobacillales
2 member(s) 2 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Anaerospora hongkongensis],196,196,99%,6.00E-57,22.88,311,WP_132083731.1,Yes,Yes,DMS other & VSPR & druantia type IV,,Bacillota,Selenomonadales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Cytobacillus firmus],196,196,99%,6.00E-57,19.61,314,WP_457989355.1,No,N/A ,,,Bacillota,Bacillales
1 member(s) 1 organism(s),GNS bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Ktedonobacteraceae bacterium],197,197,96%,6.00E-57,14.71,334,HYK86963.1,No,N/A ,,,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),euryarchaeotes,DUF4868 domain-containing protein [Candidatus Methanoperedens sp.],196,196,99%,8.00E-57,17.1,320,MCZ7359551.1,No,N/A ,,,Methanobacteriota,Methanosarcinales
1 member(s) 1 organism(s),E. coli,Kiwa anti-phage protein KwaB-like domain-containing protein [Escherichia coli],196,196,90%,1.00E-56,13.76,335,MHJ0868187.1,No,N/A ,,ncKwaA broken into two,Pseudomonadota,Enterobacterales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Megamonas funiformis],193,193,83%,1.00E-56,36.22,255,WP_227153026.1,Yes,Yes,RosmerTA,,Bacillota,Selenomonadales
48 member(s) 2 organism(s),enterobacteria,"Kiwa anti-phage protein KwaB-like domain-containing protein, partial [Escherichia coli]",194,194,81%,1.00E-56,15.75,263,WP_203724039.1,No,N/A ,,,Pseudomonadota,Enterobacterales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Staphylococcus nepalensis],194,194,100%,1.00E-56,20.27,298,WP_271399738.1,Yes,No,,,Bacillota,Bacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Veillonella tobetsuensis],194,194,99%,2.00E-56,27.72,301,WP_137662151.1,Yes,No,,,Bacillota,Veillonellales
1 member(s) 1 organism(s),GNS bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Ktedonobacterales bacterium],195,195,96%,3.00E-56,14.29,332,HEU5342817.1,No,N/A ,,,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),bacteria,DUF4868 domain-containing protein [Salinibacter sp.],194,194,99%,4.00E-56,14.24,317,WP_263819469.1,No,N/A ,,,Rhodothermota,Rhodothermales
1 member(s) 1 organism(s),actinobacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Baekduia sp.],193,193,89%,5.00E-56,14.03,298,HEY6758305.1,No,N/A ,,,Actinomycetota,Solirubrobacterales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Mammaliicoccus vitulinus],193,193,99%,9.00E-56,24.43,306,WP_107557123.1,Yes,No,,,Bacillota,Bacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Paenibacillus vini],193,193,99%,9.00E-56,17.86,314,WP_290408433.1,No,N/A ,,,Bacillota,Bacillales
2 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Lactococcus lactis],192,192,99%,1.00E-55,22.22,304,WP_058220954.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Paenibacillus sp. sgz5001063],192,192,99%,1.00E-55,16.94,314,WP_379156081.1,No,N/A ,,,Bacillota,Bacillales
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Flavobacterium cryoconiti],193,193,99%,1.00E-55,12.91,338,WP_416834547.1,No,N/A ,,,Bacteroidota,Flavobacteriales
2 member(s) 2 organism(s),CFB group bacteria,DUF4868 domain-containing protein [Bacteroidaceae bacterium],194,194,99%,2.00E-55,13.86,354,MBO5922773.1,No,N/A ,,,Bacteroidota,Bacteroidales
4 member(s) 2 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [uncultured Bacteroides sp.],193,193,99%,2.00E-55,14.16,348,WP_294472772.1,No,N/A ,,,Bacteroidota,Bacteroidales
2 member(s) 1 organism(s),firmicutes,DUF4868 domain-containing protein [Lachnospiraceae bacterium],192,192,99%,2.00E-55,23.36,310,MDD6657989.1,N/A,N/A ,,Seems to only have ncKwaB,Bacillota,Lachnospirales
1 member(s) 1 organism(s),bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Salinibacter ruber],192,192,99%,2.00E-55,15.71,318,WP_259225381.1,No,N/A ,,,Rhodothermota,Rhodothermales
1 member(s) 1 organism(s),GNS bacteria,DUF4868 domain-containing protein [Ktedonobacteraceae bacterium],194,194,99%,2.00E-55,15.95,373,MBO0794807.1,N/A,N/A ,,Seems to only have ncKwaB,Chloroflexota,Ktedonobacterales
3 member(s) 2 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Bacteroides caccae],192,192,99%,2.00E-55,13.41,337,WP_217719383.1,N/A,N/A ,,Seems to only have ncKwaB,Bacteroidota,Bacteroidales
3 member(s) 2 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Lentilactobacillus parabuchneri],191,191,100%,3.00E-55,22.58,307,WP_265170825.1,Yes,No,,,Bacillota,Lactobacillales
2 member(s) 2 organism(s),enterobacteria,DUF4868 domain-containing protein [Klebsiella pneumoniae],189,189,75%,3.00E-55,14.96,244,HBR3618541.1,N/A,N/A ,,Seems to only have ncKwaB,Pseudomonadota,Enterobacterales
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Paludibacter sp.],192,192,99%,4.00E-55,15.32,340,MFA5044783.1,No,N/A ,,,Bacteroidota,Bacteroidales
6 member(s) 3 organism(s),CFB group bacteria,"Kiwa anti-phage protein KwaB-like domain-containing protein, partial [Bacteroides fragilis]",190,190,86%,6.00E-55,13.93,291,WP_032572028.1,N/A,N/A ,,Seems to only have ncKwaB,Bacteroidota,Bacteroidales
3 member(s) 3 organism(s),RNA similarity group I,Kiwa anti-phage protein KwaB-like domain-containing protein [Pseudomonas hunanensis],191,191,99%,7.00E-55,14.2,336,WP_310196729.1,No,N/A ,,,Pseudomonadota,Pseudomonadales
9 member(s) 3 organism(s),CFB group bacteria,DUF4868 domain-containing protein [Segatella copri],191,191,94%,8.00E-55,12.74,325,WP_264967234.1,N/A,N/A ,,Seems to only have ncKwaB,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Arcicella rosea],191,191,99%,9.00E-55,15.02,341,WP_184134658.1,No,N/A ,,,Bacteroidota,Cytophagales
1 member(s) 1 organism(s),GNS bacteria,DUF4868 domain-containing protein [Ktedonobacteraceae bacterium],191,191,99%,9.00E-55,13.97,350,MBA2677856.1,No,N/A ,,,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),GNS bacteria,hypothetical protein [Ktedonobacter sp.],191,191,99%,1.00E-54,17.98,348,HCI81593.1,No,N/A ,,,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),g-proteobacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Pseudomonas azotoformans],190,190,99%,1.00E-54,15.22,332,WP_457258644.1,N/A,N/A ,,Seems to only have ncKwaB,Pseudomonadota,Pseudomonadales
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Flavobacterium piscisymbiosum],190,190,99%,2.00E-54,13.81,341,WP_230036002.1,No,N/A ,,,Bacteroidota,Flavobacteriales
1 member(s) 1 organism(s),bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [bacterium],189,189,97%,2.00E-54,17.88,308,MHB1664800.1,No,N/A ,,,unclassified Bacteria,unclassified Bacteria
3 member(s) 2 organism(s),enterobacteria,"Kiwa anti-phage protein KwaB-like domain-containing protein, partial [Escherichia coli]",187,187,74%,2.00E-54,15.09,241,WP_438791306.1,N/A,N/A ,,Seems to only have ncKwaB,Pseudomonadota,Enterobacterales
3 member(s) 3 organism(s),Bacillus rRNA group 1,MULTISPECIES: Kiwa anti-phage protein KwaB-like domain-containing protein [Bacillus],189,189,99%,2.00E-54,18.57,314,WP_088028276.1,No,N/A ,,,Bacillota,Bacillales
1 member(s) 1 organism(s),bacteria,DUF4868 domain-containing protein [bacterium],190,190,99%,2.00E-54,14.46,342,MFI3297563.1,No,N/A ,,,unclassified Bacteria,unclassified Bacteria
2 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Enterococcus faecalis],187,187,88%,4.00E-54,21.85,271,WP_431454898.1,N/A,N/A ,,Seems to only have ncKwaB,Bacillota,Lactobacillales
1 member(s) 1 organism(s),bacteria,hypothetical protein GRAN_0028 [Granulicella sibirica],185,185,69%,4.00E-54,18.01,214,RXH56718.1,No,N/A ,,,Acidobacteria,Terriglobales
3 member(s) 3 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Enterococcus mundtii],188,188,99%,5.00E-54,29.08,304,WP_137072301.1,Yes,No,,,Bacillota,Lactobacillales
7 member(s) 1 organism(s),E. coli,Kiwa anti-phage protein KwaB-like domain-containing protein [Escherichia coli],186,186,74%,6.00E-54,15.52,241,WP_249532426.1,No,N/A ,,,Pseudomonadota,Enterobacterales
1 member(s) 1 organism(s),GNS bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Ktedonobacteraceae bacterium],187,187,80%,6.00E-54,18.22,265,HEY6542795.1,N/A,N/A ,,Seems to only have ncKwaB,Chloroflexota,Ktedonobacterales
2 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Muribaculum intestinale],189,189,99%,8.00E-54,13.86,346,WP_237489376.1,No,N/A ,,,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Candidatus Methylomirabilota bacterium],188,188,96%,1.00E-53,14.71,317,HYT44299.1,N/A,N/A ,,Seems to only have ncKwaB,Candidatus Methylomirabilota,unclassified Candidatus Methylomirabilota
2 member(s) 2 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [uncultured Duncaniella sp.],187,187,91%,1.00E-53,13.01,302,WP_303030583.1,No,N/A ,,,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Phocaeicola plebeius],189,189,99%,1.00E-53,12.95,355,WP_337793872.1,No,N/A ,,,Bacteroidota,Bacteroidales
2 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Flavobacterium psychrophilum],188,188,99%,1.00E-53,14.71,341,WP_094178403.1,No,N/A ,,,Bacteroidota,Flavobacteriales
2 member(s) 2 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Mammaliicoccus sp. H-M34],187,187,99%,2.00E-53,22.77,301,WP_239750438.1,Yes,No,,,Bacillota,Bacillales
7 member(s) 1 organism(s),firmicutes,"Kiwa anti-phage protein KwaB-like domain-containing protein, partial [Listeria monocytogenes]",187,187,99%,2.00E-53,21.36,313,WP_222948589.1,Yes,No,,,Bacillota,Bacillales
1 member(s) 1 organism(s),GNS bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Ktedonobacteraceae bacterium],185,185,84%,3.00E-53,15.41,273,MEO6890517.1,N/A,N/A ,,Seems to only have ncKwaB,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),GNS bacteria,DUF4868 domain-containing protein [Ktedonobacteraceae bacterium],187,187,98%,3.00E-53,13.65,350,MBE3560682.1,No,N/A ,,,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Halanaerobacter jeridensis],186,186,99%,4.00E-53,20.13,313,WP_204701615.1,No,N/A ,,,Bacillota,Halanaerobiales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Intestinibacter bartlettii],182,182,64%,5.00E-53,44.22,203,WP_303395481.1,Yes,Yes,RM type I ,KwaB broken in two,Bacillota,Peptostreptococcales
1 member(s) 1 organism(s),cyanobacteria,DUF4868 domain-containing protein [Synechococcaceae cyanobacterium SM2_3_1],184,184,86%,5.00E-53,16.17,269,NJK64309.1,No,N/A ,,,Cyanobacteriota,Synechococcales
1 member(s) 1 organism(s),g-proteobacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Shewanella profunda],184,184,83%,5.00E-53,13.41,269,WP_248990452.1,N/A,N/A ,,Seems to only hav ncKwaB,Pseudomonadota,Alteromonadales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Paenibacillus psychroresistens],185,185,99%,6.00E-53,16.61,314,WP_155698797.1,No,N/A ,,,Bacillota,Bacillales
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Chishuiella sp.],185,185,93%,7.00E-53,11.99,322,WP_313581874.1,No,N/A ,,,Bacteroidota,Flavobacteriales
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Paludibacter sp.],186,186,99%,9.00E-53,14.5,340,MEI7502815.1,No,N/A ,,,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),GNS bacteria,MAG: DUF4868 domain-containing protein [Chloroflexota bacterium],183,183,62%,9.00E-53,20.63,252,TMF43391.1,No,N/A ,,,Chloroflexota,unclassified Chloroflexota
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Flavobacterium terrigena],185,185,99%,1.00E-52,12.61,338,WP_091309696.1,No,N/A ,,,Bacteroidota,Flavobacteriales
1 member(s) 1 organism(s),,Kiwa anti-phage protein KwaB-like domain-containing protein [Anaerobacillus sp. ABA4_114],184,184,100%,2.00E-52,18.15,316,MHN3015060.1,No,N/A ,,,Bacillota,Bacillales
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Polaribacter sp. AHE13PA],185,185,99%,2.00E-52,13.55,340,WP_218759146.1,No,N/A ,,,Bacteroidota,Flavobacteriales
1 member(s) 1 organism(s),firmicutes,MULTISPECIES: Kiwa anti-phage protein KwaB-like domain-containing protein [unclassified Paenibacillus],184,184,99%,2.00E-52,16.29,314,WP_094876005.1,No,N/A ,,,Bacillota,Bacillales
6 member(s) 6 organism(s),g-proteobacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Pseudomonas canadensis],184,184,99%,3.00E-52,15.22,331,WP_323623011.1,No,N/A ,,,Pseudomonadota,Pseudomonadales
3 member(s) 2 organism(s),root,DUF4868 domain-containing protein [Mammaliicoccus sciuri],183,183,99%,4.00E-52,25.41,306,WP_262648428.1,Yes,Yes,SoFic,,Bacillota,Bacillales
49 member(s) 2 organism(s),E. coli,"Kiwa anti-phage protein KwaB-like domain-containing protein, partial [Escherichia coli]",181,181,71%,4.00E-52,15.77,231,WP_250318374.1,No,N/A ,,,Pseudomonadota,Enterobacterales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Paenibacillus sp. MMS18-CY102],183,183,99%,5.00E-52,18.57,314,WP_160394740.1,No,N/A ,,,Bacillota,Bacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Lactococcus cremoris],183,183,83%,6.00E-52,14.86,300,MGO2501466.1,No,N/A ,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),firmicutes,DUF4868 domain-containing protein [Enterococcus faecalis],180,180,77%,7.00E-52,24.46,232,EGO5859580.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),g-proteobacteria,MULTISPECIES: Kiwa anti-phage protein KwaB-like domain-containing protein [Pseudomonas putida group],184,184,99%,7.00E-52,14.2,337,WP_350025748.1,No,N/A ,,,Pseudomonadota,Pseudomonadales
1 member(s) 1 organism(s),firmicutes,DUF4868 domain-containing protein [Staphylococcus saprophyticus],182,182,99%,8.00E-52,23.86,306,MDW3909743.1,Yes,No,,,Bacillota,Bacillales
1 member(s) 1 organism(s),,Kiwa anti-phage protein KwaB-like domain-containing protein [Salinicoccus sp. CNSTN-B1],182,182,98%,9.00E-52,20.33,312,WP_461045784.1,Yes,No,,,Bacillota,Bacillales
